Accounts,BS_Level,Botness,Entity,EntityID,Last_Seen,MediaLink,Trendiness,Tweets,Type
2,0.006,0.7,@ballistadaniela,4849,"Wed, 12 Feb 2020 03:39:14 GMT",,200,2,user_mentions
2,0.006,0.7,@beatrizbulla,1113,"Wed, 12 Feb 2020 03:45:28 GMT",,200,2,user_mentions
2,0.006,0.7,@greguio,4850,"Wed, 12 Feb 2020 03:39:14 GMT",,200,2,user_mentions
4,0.005,0.7,@daniwinebrasil,4574,"Wed, 12 Feb 2020 03:48:30 GMT",,66,4,user_mentions
9,0.005,0.2,@bollemdb,10,"Wed, 12 Feb 2020 03:52:12 GMT",,1500,15,user_mentions
2,0.005,0.9,@manoelmsgontijo,846,"Wed, 12 Feb 2020 03:34:00 GMT",http://pbs.twimg.com/ext_tw_video_thumb/1227364462795149313/pu/img/w8KKSE8ZFbilvdMD.jpg,0,2,user_mentions
21,0.005,0.5,@blogdosakamoto,18,"Wed, 12 Feb 2020 03:53:52 GMT",,15,21,user_mentions
6,0.005,0.4,@angelopilla,3976,"Wed, 12 Feb 2020 03:53:46 GMT",,800,8,user_mentions
5,0.005,0.3,@paulovitorbra,1152,"Wed, 12 Feb 2020 03:49:55 GMT",,1000,10,user_mentions
1,0.005,0.8,@coutosarandy,16947,"Wed, 12 Feb 2020 01:48:57 GMT",,100,1,user_mentions
1,0.005,0.8,@marcos_cesar_br,16762,"Wed, 12 Feb 2020 03:19:48 GMT",http://pbs.twimg.com/media/EQi2-SeWkAA6QyO.jpg,100,1,user_mentions
1,0.005,0.8,@alice_ane,18473,"Wed, 12 Feb 2020 02:13:08 GMT",,100,1,user_mentions
1,0.005,0.8,@alansouzapinto,15393,"Wed, 12 Feb 2020 03:52:30 GMT",,100,1,user_mentions
1,0.005,0.8,@ricardoptb,11123,"Wed, 12 Feb 2020 00:55:23 GMT",,100,1,user_mentions
1,0.005,0.8,https://twitter.com/marcos_cesar_br/status/1227432084731564035/photo/1,16765,"Wed, 12 Feb 2020 03:19:48 GMT",http://pbs.twimg.com/media/EQi2-SeWkAA6QyO.jpg,100,1,media
1,0.005,0.8,@camillo_renata,9115,"Wed, 12 Feb 2020 01:50:08 GMT",,100,1,user_mentions
1,0.005,0.8,@mariado77158082,18475,"Wed, 12 Feb 2020 02:13:08 GMT",,100,1,user_mentions
1,0.005,0.8,https://www.youtube.com/soldadoziza,8336,"Wed, 12 Feb 2020 03:28:10 GMT",,100,1,urls
1,0.005,0.8,@taliriapetrone,7540,"Wed, 12 Feb 2020 03:12:25 GMT",,100,1,user_mentions
1,0.005,0.8,https://twitter.com/eusouvult/status/1227431308864913409/photo/1,3831,"Wed, 12 Feb 2020 03:16:43 GMT",http://pbs.twimg.com/media/EQi2RC-XYAEM2gr.jpg,100,1,media
1,0.005,0.8,@shirley_netlley,2108,"Wed, 12 Feb 2020 03:23:25 GMT",,100,1,user_mentions
1,0.005,0.8,@50chicoalencar,7539,"Wed, 12 Feb 2020 03:12:25 GMT",,100,1,user_mentions
1,0.005,0.8,@facedasaguas,7534,"Wed, 12 Feb 2020 03:12:25 GMT",,100,1,user_mentions
1,0.005,0.8,@tewuilla,6556,"Wed, 12 Feb 2020 02:59:37 GMT",,100,1,user_mentions
1,0.005,0.8,@machado8888,4580,"Wed, 12 Feb 2020 02:48:39 GMT",,100,1,user_mentions
4,0.005,0.4,@robsoncastrorj,1151,"Wed, 12 Feb 2020 03:49:55 GMT",,800,8,user_mentions
4,0.005,0.5,@cfreitasr,3079,"Wed, 12 Feb 2020 03:36:12 GMT",,166,7,user_mentions
2,0.005,0.5,@nideoliveira71,88,"Wed, 12 Feb 2020 03:41:00 GMT",,300,3,user_mentions
2,0.005,0.5,@trumpthatcher,6913,"Wed, 12 Feb 2020 03:38:44 GMT",,300,3,user_mentions
4,0.004,0.3,@brunomtx,2143,"Wed, 12 Feb 2020 03:49:55 GMT",,800,8,user_mentions
2,0.004,0.5,https://twitter.com/felipeaveiga/status/1227410229350019072/photo/1,15388,"Wed, 12 Feb 2020 03:52:47 GMT",http://pbs.twimg.com/media/EQijEocWAAUcy0I.jpg,300,3,media
4,0.004,0.4,@nesiafadnesia17,290,"Wed, 12 Feb 2020 03:55:39 GMT",,700,7,user_mentions
3,0.004,0.5,@matheus_hotw,3496,"Wed, 12 Feb 2020 03:46:43 GMT",,300,3,user_mentions
2,0.004,0.7,@hugopierot,11947,"Wed, 12 Feb 2020 03:50:45 GMT",,200,2,user_mentions
2,0.004,0.7,https://twitter.com/pradooseias/status/1227436411189710849/photo/1,6330,"Wed, 12 Feb 2020 03:49:35 GMT",http://pbs.twimg.com/media/EQi65GZWkAAVz22.jpg,200,2,media
3,0.004,0.4,@jorg3fjr,10585,"Wed, 12 Feb 2020 03:46:43 GMT",,600,6,user_mentions
4,0.004,0.4,@jcerodrigues,10615,"Wed, 12 Feb 2020 03:53:04 GMT",,600,6,user_mentions
2,0.004,0.7,@letciar95448486,17563,"Wed, 12 Feb 2020 03:54:55 GMT",,200,2,user_mentions
6,0.004,0.6,@aurelianogjr,7343,"Wed, 12 Feb 2020 03:54:45 GMT",,-12,6,user_mentions
2,0.004,0.5,https://twitter.com/infernautao/status/1227407990279593990/photo/1,1850,"Wed, 12 Feb 2020 03:46:34 GMT",http://pbs.twimg.com/media/EQihDU1XYAAVAK1.jpg,300,3,media
2,0.004,0.8,@pinguc0_,598,"Wed, 12 Feb 2020 03:53:06 GMT",,-25,2,user_mentions
1,0.004,0.8,@adriana75521339,4249,"Wed, 12 Feb 2020 03:26:42 GMT",,100,1,user_mentions
1,0.004,0.8,@douglasbuller,9325,"Wed, 12 Feb 2020 02:39:13 GMT",,100,1,user_mentions
1,0.004,0.8,@jmbemoro,12794,"Wed, 12 Feb 2020 03:35:51 GMT",,100,1,user_mentions
1,0.004,0.8,@sandra_miria,5087,"Wed, 12 Feb 2020 03:40:55 GMT",,100,1,user_mentions
3,0.003,0.4,@arturrodrigues,11119,"Wed, 12 Feb 2020 03:55:32 GMT",,400,4,user_mentions
2,0.003,0.5,@anasilv64311272,11906,"Wed, 12 Feb 2020 03:49:57 GMT",,300,3,user_mentions
2,0.003,0.5,@cansera,8420,"Wed, 12 Feb 2020 03:51:33 GMT",,300,3,user_mentions
2,0.003,0.6,@tinasouzario,12969,"Wed, 12 Feb 2020 03:55:38 GMT",,200,2,user_mentions
2,0.003,0.6,@emannuelprof,4879,"Wed, 12 Feb 2020 03:45:24 GMT",,200,2,user_mentions
1,0.003,0.9,https://twitter.com/nagbarros/status/1227323241733279746/photo/1,8470,"Wed, 12 Feb 2020 03:42:00 GMT",http://pbs.twimg.com/media/EQhT-WjWAAEtBGv.jpg,-33,1,media
1,0.003,0.9,@nagbarros,8467,"Wed, 12 Feb 2020 03:42:00 GMT",http://pbs.twimg.com/media/EQhT-WjWAAEtBGv.jpg,-33,1,user_mentions
3,0.003,0.4,@g_g_garci,11908,"Wed, 12 Feb 2020 03:56:11 GMT",,400,4,user_mentions
2,0.003,0.4,@victorferreira,2699,"Wed, 12 Feb 2020 03:37:01 GMT",,300,3,user_mentions
2,0.003,0.4,@badpandacomecu,4122,"Wed, 12 Feb 2020 03:46:53 GMT",,300,3,user_mentions
4,0.003,0.4,@senadofederal,1544,"Wed, 12 Feb 2020 03:40:56 GMT",,500,5,user_mentions
6,0.003,0.3,@fdantasestado,11970,"Wed, 12 Feb 2020 03:54:17 GMT",,700,7,user_mentions
2,0.003,0.6,@kwaracy,3692,"Wed, 12 Feb 2020 03:53:32 GMT",,200,2,user_mentions
2,0.003,0.6,@feganzer26,6621,"Wed, 12 Feb 2020 03:49:58 GMT",,200,2,user_mentions
5,0.003,0.3,@frazao_denis,1150,"Wed, 12 Feb 2020 03:49:55 GMT",,700,7,user_mentions
3,0.003,0.4,@lucimarliotto,22,"Wed, 12 Feb 2020 03:48:43 GMT",,500,5,user_mentions
3,0.003,0.4,@regisgalo_13,1837,"Wed, 12 Feb 2020 03:39:53 GMT",,500,5,user_mentions
2,0.003,0.8,@xerloquis,16015,"Wed, 12 Feb 2020 03:56:08 GMT",http://pbs.twimg.com/media/EQhmokgWAAYGx4n.png,50,2,user_mentions
2,0.003,0.8,@sergiomorai,7129,"Wed, 12 Feb 2020 03:42:11 GMT",http://pbs.twimg.com/media/EQiFw8QWAAETS38.jpg,-25,2,user_mentions
2,0.003,0.8,https://twitter.com/sergiomorai/status/1227377993028337664/photo/1,7132,"Wed, 12 Feb 2020 03:42:11 GMT",http://pbs.twimg.com/media/EQiFw8QWAAETS38.jpg,-25,2,media
3,0.003,0.7,https://twitter.com/andrefernm/status/1227346650265456640?s=21,3458,"Wed, 12 Feb 2020 03:52:06 GMT",,-19,3,urls
1,0.003,0.7,@twitterbrasil,10609,"Wed, 12 Feb 2020 03:45:30 GMT",,100,1,user_mentions
1,0.003,0.7,@cleberdeamorim2,2011,"Wed, 12 Feb 2020 01:31:26 GMT",,100,1,user_mentions
1,0.003,0.7,@rosental,5984,"Wed, 12 Feb 2020 03:48:24 GMT",,100,1,user_mentions
1,0.003,0.7,@mhgshelena,14144,"Wed, 12 Feb 2020 01:27:54 GMT",,100,1,user_mentions
1,0.003,0.7,@fernando_g_f_,14146,"Wed, 12 Feb 2020 01:27:54 GMT",,100,1,user_mentions
1,0.003,0.7,@claudineicorde,6093,"Wed, 12 Feb 2020 01:16:33 GMT",,100,1,user_mentions
1,0.003,0.9,@claudioangelo,15657,"Wed, 12 Feb 2020 03:53:18 GMT",,-33,1,user_mentions
5,0.003,0.3,@carlosbolsonaro,3924,"Wed, 12 Feb 2020 03:52:05 GMT",,600,6,user_mentions
2,0.003,0.4,@suzanaregina17,1920,"Wed, 12 Feb 2020 03:51:16 GMT",http://pbs.twimg.com/tweet_video_thumb/EQiX0jQXkAAjtpr.jpg,300,3,user_mentions
2,0.003,0.4,@rapha_alacoque,6099,"Wed, 12 Feb 2020 03:41:31 GMT",,300,3,user_mentions
2,0.003,0.4,https://youtu.be/VRgybIP8qJo,6101,"Wed, 12 Feb 2020 03:41:31 GMT",,300,3,urls
1,0.003,0.2,https://www1.folha.uol.com.br/amp/poder/2020/02/ex-funcionario-de-empresa-de-disparo-em-massa-mente-a-cpi-e-insulta-reporter-da-folha.shtml?__twitter_impression=true,8267,"Wed, 12 Feb 2020 03:54:40 GMT",,600,6,urls
1,0.002,0.6,https://dfemfoco.com.br/empresa-do-pai-da-jornalista-da-folha-que-atacou-bolsonaro-foi-acusada-de-receber-r-15-mi-em-propina-do-pt/,18160,"Wed, 12 Feb 2020 03:56:03 GMT",,200,2,urls
9,0.002,0.1,@robinayala,1027,"Wed, 12 Feb 2020 03:54:22 GMT",http://pbs.twimg.com/media/EQisadEX0AADB74.jpg,1100,11,user_mentions
2,0.002,0.4,@soniafrancolima,9023,"Wed, 12 Feb 2020 03:49:57 GMT",,300,3,user_mentions
2,0.002,0.4,https://twitter.com/galo_vasco/status/1227386704283275265,9452,"Wed, 12 Feb 2020 03:42:45 GMT",,300,3,urls
2,0.002,0.4,@galo_vasco,9448,"Wed, 12 Feb 2020 03:42:45 GMT",,300,3,user_mentions
2,0.002,0.4,@alex28582417,11330,"Wed, 12 Feb 2020 03:46:44 GMT",,400,4,user_mentions
6,0.002,0.2,@blogdonoblat,861,"Wed, 12 Feb 2020 03:43:10 GMT",,700,7,user_mentions
4,0.002,0.2,@ksully52833391,2354,"Wed, 12 Feb 2020 03:48:52 GMT",,700,7,user_mentions
1,0.002,0.7,https://mciradio.com.br/jornalista-que-publicou-fake-news-contra-bolsonaro-tem-pai-citado-na-lava-jato/,12257,"Wed, 12 Feb 2020 01:42:49 GMT",,100,1,urls
1,0.002,0.7,@sergiopavanello,3847,"Wed, 12 Feb 2020 00:08:43 GMT",,100,1,user_mentions
1,0.002,0.7,@tkborges8,10616,"Wed, 12 Feb 2020 03:46:32 GMT",,100,1,user_mentions
1,0.002,0.7,@pautocantins,10617,"Wed, 12 Feb 2020 03:46:32 GMT",,100,1,user_mentions
2,0.002,0.3,@mthlimao,5886,"Wed, 12 Feb 2020 03:53:42 GMT",,400,4,user_mentions
2,0.002,0.4,@brenonb,2598,"Wed, 12 Feb 2020 03:49:19 GMT",,300,3,user_mentions
2,0.002,0.4,@ju_li_anaa,5723,"Wed, 12 Feb 2020 03:45:56 GMT",,300,3,user_mentions
2,0.002,0.4,@nanjosreis,10366,"Wed, 12 Feb 2020 03:49:40 GMT",,300,3,user_mentions
2,0.002,0.5,@dbellisroth,6651,"Wed, 12 Feb 2020 03:37:51 GMT",,200,2,user_mentions
2,0.002,0.5,@diegoliversam,13420,"Wed, 12 Feb 2020 03:50:44 GMT",,200,2,user_mentions
3,0.002,0.3,@valrias27074166,5093,"Wed, 12 Feb 2020 03:44:25 GMT",,400,4,user_mentions
2,0.002,0.4,@lubiroz3,1541,"Wed, 12 Feb 2020 03:40:56 GMT",,300,3,user_mentions
2,0.002,0.4,@gilbertogil,9049,"Wed, 12 Feb 2020 03:45:34 GMT",,300,3,user_mentions
2,0.002,0.4,https://twitter.com/tvsenado/status/1227393931924647936?s=19,1545,"Wed, 12 Feb 2020 03:40:56 GMT",,300,3,urls
2,0.002,0.2,@bernardopkuster,6013,"Wed, 12 Feb 2020 03:41:56 GMT",,600,6,user_mentions
2,0.002,0.5,@cleitonzimmer,1010,"Wed, 12 Feb 2020 03:49:33 GMT",,200,2,user_mentions
2,0.002,0.5,https://twitter.com/thebookjr/status/1227435734191177729/photo/1,4276,"Wed, 12 Feb 2020 03:48:11 GMT",http://pbs.twimg.com/media/EQi6R9dWoAEthQ5.jpg,200,2,media
2,0.002,0.5,@rodrigogmontal2,6536,"Wed, 12 Feb 2020 03:45:32 GMT",,200,2,user_mentions
2,0.002,0.4,@vitorfribeir,2954,"Wed, 12 Feb 2020 03:50:08 GMT",,300,3,user_mentions
1,0.002,0.2,@marilimapsi,10220,"Wed, 12 Feb 2020 03:52:29 GMT",,400,4,user_mentions
2,0.001,0.3,@leo_spascoal,125,"Wed, 12 Feb 2020 03:41:07 GMT",,400,4,user_mentions
2,0.001,0.2,@jptiz1,5724,"Wed, 12 Feb 2020 03:53:42 GMT",,400,4,user_mentions
3,0.001,0.2,@edisonlanza,5881,"Wed, 12 Feb 2020 03:46:42 GMT",,400,4,user_mentions
1,0.001,0.6,@gisapatriaamada,5967,"Wed, 12 Feb 2020 03:45:15 GMT",,100,1,user_mentions
1,0.001,0.6,@analima73304416,10992,"Wed, 12 Feb 2020 01:49:06 GMT",,100,1,user_mentions
1,0.001,0.6,https://twitter.com/nesiafadnesia17/status/1227409268359520257/photo/1,14540,"Wed, 12 Feb 2020 01:49:08 GMT",http://pbs.twimg.com/tweet_video_thumb/EQiiN4aWkAApZi4.jpg,100,1,media
1,0.001,0.6,@anamariarezen11,1601,"Wed, 12 Feb 2020 02:45:53 GMT",,100,1,user_mentions
1,0.001,0.6,@deb156411,1600,"Wed, 12 Feb 2020 02:45:53 GMT",,100,1,user_mentions
1,0.001,0.6,@pablobito3,119,"Wed, 12 Feb 2020 03:28:39 GMT",,100,1,user_mentions
2,0.001,0.3,@bahia_will,9764,"Wed, 12 Feb 2020 03:42:23 GMT",,300,3,user_mentions
2,0.001,0.3,@thor266,7820,"Wed, 12 Feb 2020 03:43:30 GMT",http://pbs.twimg.com/media/EQiLZEZX0AE2rvo.png,300,3,user_mentions
2,0.001,0.3,@filipep15,8375,"Wed, 12 Feb 2020 03:44:12 GMT",http://pbs.twimg.com/media/EQi79KXWoAENBNp.jpg,300,3,user_mentions
2,0.001,0.3,https://twitter.com/thor266/status/1227384294953422848/photo/1,7823,"Wed, 12 Feb 2020 03:43:30 GMT",http://pbs.twimg.com/media/EQiLZEZX0AE2rvo.png,300,3,media
1,0.001,0.3,@clebermaximo,14123,"Wed, 12 Feb 2020 03:54:52 GMT",,300,3,user_mentions
2,0.001,0.2,@ailtonbenedito,8089,"Wed, 12 Feb 2020 03:41:56 GMT",,500,5,user_mentions
2,0.001,0.5,@e_costa_e,9303,"Wed, 12 Feb 2020 03:41:42 GMT",,200,2,user_mentions
2,0.001,0.7,@zehdeabreu,7205,"Wed, 12 Feb 2020 03:49:05 GMT",,-25,2,user_mentions
1,0.001,0.1,@italo929305,1861,"Wed, 12 Feb 2020 03:44:04 GMT",,600,6,user_mentions
2,0.001,0.3,@oeriksilva,10544,"Wed, 12 Feb 2020 03:51:23 GMT",,300,3,user_mentions
2,0.001,0.3,@wagnerwitka,17204,"Wed, 12 Feb 2020 03:53:49 GMT",,300,3,user_mentions
2,0.001,0.6,@cpjamericas,773,"Wed, 12 Feb 2020 03:43:06 GMT",http://pbs.twimg.com/tweet_video_thumb/EQi8TbtWkAgFIRz.jpg,50,2,user_mentions
1,0.001,0.6,@cesartorres2014,6989,"Wed, 12 Feb 2020 03:36:46 GMT",,100,1,user_mentions
1,0.001,0.6,@soubelemlz,6476,"Wed, 12 Feb 2020 01:34:37 GMT",,100,1,user_mentions
1,0.001,0.6,@chellogoncalves,1038,"Wed, 12 Feb 2020 03:41:11 GMT",,100,1,user_mentions
1,0.001,0.6,@lelexdutra,12567,"Wed, 12 Feb 2020 03:55:41 GMT",,100,1,user_mentions
1,0.001,0.6,https://twitter.com/suzanaregina17/status/1227397840495878145/photo/1,15737,"Wed, 12 Feb 2020 01:03:43 GMT",http://pbs.twimg.com/tweet_video_thumb/EQiX0jQXkAAjtpr.jpg,100,1,media
1,0.001,0.6,https://twitter.com/suzanaregina17/status/1227397877653286913/photo/1,1922,"Wed, 12 Feb 2020 01:03:52 GMT",http://pbs.twimg.com/media/EQiX3NtW4AUy0Ff.jpg,100,1,media
1,0.001,0.6,@cidinhalosano,319,"Wed, 12 Feb 2020 03:16:21 GMT",,100,1,user_mentions
1,0.001,0.6,@andrerosamarqu2,11263,"Tue, 11 Feb 2020 23:58:08 GMT",,100,1,user_mentions
1,0.001,0.6,@arantes66,5046,"Wed, 12 Feb 2020 00:24:28 GMT",,100,1,user_mentions
1,0.001,0.6,@gabriel75169760,13323,"Wed, 12 Feb 2020 01:43:44 GMT",,100,1,user_mentions
1,0.001,0.6,@leukynn,11832,"Wed, 12 Feb 2020 01:41:50 GMT",,100,1,user_mentions
1,0.001,0.6,@vasconclivia,12041,"Wed, 12 Feb 2020 03:27:48 GMT",,100,1,user_mentions
3,0.001,0.3,@oscarraio6,9921,"Wed, 12 Feb 2020 03:42:56 GMT",,300,3,user_mentions
3,0.001,0.3,@belu_nat,2239,"Wed, 12 Feb 2020 03:48:01 GMT",,300,3,user_mentions
2,0.001,0.2,@marcoskenned,9168,"Wed, 12 Feb 2020 03:41:56 GMT",,400,4,user_mentions
2,0.001,0.2,https://twitter.com/carole_cunha/status/1227410450167599104/photo/1,2133,"Wed, 12 Feb 2020 03:34:00 GMT",http://pbs.twimg.com/media/EQijS1fXsAAbe_s.jpg,300,3,media
2,0.001,0.2,@45edineia,289,"Wed, 12 Feb 2020 03:28:45 GMT",http://pbs.twimg.com/media/EQi3s8-XYAg0XL9.jpg,300,3,user_mentions
2,0.001,0.2,#jornalismo,1906,"Wed, 12 Feb 2020 03:45:09 GMT",,300,3,hashtags
2,0.001,0.2,#democracia,1907,"Wed, 12 Feb 2020 03:45:09 GMT",,300,3,hashtags
2,0.001,0.2,@carole_cunha,2131,"Wed, 12 Feb 2020 03:34:00 GMT",http://pbs.twimg.com/media/EQijS1fXsAAbe_s.jpg,300,3,user_mentions
2,0.001,0.2,@congemfoco,1908,"Wed, 12 Feb 2020 03:45:09 GMT",,300,3,user_mentions
2,0.001,0.4,@ewersonfalcao,5416,"Wed, 12 Feb 2020 03:41:44 GMT",,200,2,user_mentions
2,0.001,0.2,@luisnassif,1838,"Wed, 12 Feb 2020 03:39:53 GMT",,300,3,user_mentions
2,0.001,0.4,@flaviobolsonaro,7366,"Wed, 12 Feb 2020 03:49:23 GMT",,200,2,user_mentions
2,0.001,0.4,@rodrigomaia,310,"Wed, 12 Feb 2020 03:47:37 GMT",,200,2,user_mentions
2,0.001,0.4,@grisagregorio,2765,"Wed, 12 Feb 2020 03:43:59 GMT",,200,2,user_mentions
3,0.001,0.2,@boni_tic,9877,"Wed, 12 Feb 2020 03:42:59 GMT",,300,3,user_mentions
3,0.001,0.2,@donna_dbrisa,9875,"Wed, 12 Feb 2020 03:42:59 GMT",,300,3,user_mentions
1,0.001,0.5,https://twitter.com/andra68146246/status/1227408195066437633/photo/1,2992,"Wed, 12 Feb 2020 01:44:52 GMT",http://pbs.twimg.com/media/EQihP28X0AE4fAl.jpg,100,1,media
1,0.001,0.5,@gavansky,988,"Wed, 12 Feb 2020 01:28:10 GMT",,100,1,user_mentions
1,0.001,0.5,@brattiines,15547,"Wed, 12 Feb 2020 00:58:25 GMT",,100,1,user_mentions
1,0.001,0.5,@chinacornao,15546,"Wed, 12 Feb 2020 00:58:25 GMT",,100,1,user_mentions
1,0.001,0.5,@samanthartzp,15329,"Wed, 12 Feb 2020 02:26:33 GMT",,100,1,user_mentions
1,0.001,0.5,@_andresagat,14000,"Wed, 12 Feb 2020 02:33:05 GMT",,100,1,user_mentions
1,0.001,0.5,@welton2s,13998,"Wed, 12 Feb 2020 02:33:05 GMT",,100,1,user_mentions
1,0.001,0.5,@fazamor,10222,"Wed, 12 Feb 2020 03:41:13 GMT",,100,1,user_mentions
1,0.001,0.5,@meyreland1,7611,"Wed, 12 Feb 2020 03:40:16 GMT",,100,1,user_mentions
1,0.001,0.5,https://twitter.com/chip_cris/status/1227396863138992128/photo/1,6573,"Wed, 12 Feb 2020 00:59:50 GMT",http://pbs.twimg.com/tweet_video_thumb/EQiW78tX0AAnsW9.jpg,100,1,media
1,0.001,0.5,@chip_cris,6570,"Wed, 12 Feb 2020 00:59:50 GMT",http://pbs.twimg.com/tweet_video_thumb/EQiW78tX0AAnsW9.jpg,100,1,user_mentions
1,0.001,0.5,https://twitter.com/andra68146246/status/1227402844124450817/photo/1,1984,"Wed, 12 Feb 2020 01:23:36 GMT",http://pbs.twimg.com/media/EQicYGiXYAAy_QN.jpg,100,1,media
1,0.001,0.5,https://twitter.com/caldasvasques/status/1227420940398710784/photo/1,13775,"Wed, 12 Feb 2020 02:35:31 GMT",http://pbs.twimg.com/media/EQis0uXXYAY9Nq6.jpg,100,1,media
2,0.001,0.2,@elasticovlog,13941,"Wed, 12 Feb 2020 03:49:09 GMT",,300,3,user_mentions
2,0.001,0.4,@normose_,18501,"Wed, 12 Feb 2020 03:56:11 GMT",http://pbs.twimg.com/media/EQiPojCWkAADKpW.jpg,33,3,user_mentions
1,0.001,0.1,@richardkloppe,521,"Wed, 12 Feb 2020 03:56:03 GMT",,400,4,user_mentions
3,0.001,0.3,@richards_pozzer,5779,"Wed, 12 Feb 2020 03:51:36 GMT",http://pbs.twimg.com/media/EQiYVUnXkAYhCPX.jpg,100,3,user_mentions
2,0.001,0.2,@marcelosps65,9905,"Wed, 12 Feb 2020 03:47:43 GMT",,300,3,user_mentions
2,0.001,0.4,@laertic,13665,"Wed, 12 Feb 2020 03:55:45 GMT",,200,2,user_mentions
