Accounts,BS_Level,Botness,Entity,EntityID,Last_Seen,MediaLink,Trendiness,Tweets,Type
2,0.001,0.4,@padovanistudio,2491,"Wed, 12 Feb 2020 03:43:31 GMT",,200,2,user_mentions
2,0.001,0.4,https://twitter.com/lidicedamata/status/1227437566762328066/photo/1,9302,"Wed, 12 Feb 2020 03:44:12 GMT",http://pbs.twimg.com/media/EQi79KXWoAENBNp.jpg,200,2,media
2,0.001,0.4,@ilovelucyanna,1864,"Wed, 12 Feb 2020 03:51:42 GMT",http://pbs.twimg.com/media/EQi-RelWsAM8tI0.jpg,200,2,user_mentions
2,0.001,0.1,https://twitter.com/folha_poder/status/1227376023920168968,11186,"Wed, 12 Feb 2020 03:46:33 GMT",,300,3,urls
2,0.001,0.1,@francinegalbier,303,"Wed, 12 Feb 2020 03:36:47 GMT",,300,3,user_mentions
1,0.001,0.4,@canalmynews,2792,"Wed, 12 Feb 2020 03:52:54 GMT",,100,1,user_mentions
1,0.001,0.4,@marcosmaqs,4704,"Wed, 12 Feb 2020 03:36:23 GMT",,100,1,user_mentions
1,0.001,0.4,@flaviaalvespra3,654,"Wed, 12 Feb 2020 02:27:25 GMT",,100,1,user_mentions
1,0.001,0.4,@passuncao,1927,"Wed, 12 Feb 2020 03:34:14 GMT",,100,1,user_mentions
1,0.001,0.4,@andreazzaeditor,100,"Wed, 12 Feb 2020 03:36:33 GMT",,100,1,user_mentions
1,0.001,0.4,https://twitter.com/wendersonhott/status/1227391407247314944?s=21,2219,"Wed, 12 Feb 2020 03:36:33 GMT",,100,1,urls
1,0.001,0.4,@luismarzagao,18483,"Wed, 12 Feb 2020 03:14:04 GMT",,100,1,user_mentions
1,0.001,0.4,@lucassennav8,14382,"Wed, 12 Feb 2020 01:02:59 GMT",,100,1,user_mentions
1,0.001,0.4,https://www.youtube.com/watch?v=007ruph46ps,14217,"Wed, 12 Feb 2020 03:49:15 GMT",,100,1,urls
1,0.001,0.4,@deniseroitman,1100,"Wed, 12 Feb 2020 01:42:44 GMT",,100,1,user_mentions
1,0.001,0.4,@thebookjr,13617,"Wed, 12 Feb 2020 03:34:18 GMT",http://pbs.twimg.com/media/EQi6R9dWoAEthQ5.jpg,100,1,user_mentions
1,0.001,0.4,@daianemoser,10841,"Wed, 12 Feb 2020 03:34:04 GMT",,100,1,user_mentions
1,0.001,0.4,@jonesdelphin,4706,"Wed, 12 Feb 2020 03:36:23 GMT",,100,1,user_mentions
1,0.001,0.4,@chrisplgalvao,5708,"Wed, 12 Feb 2020 02:59:07 GMT",,100,1,user_mentions
1,0.001,0.4,@monadorf,3755,"Wed, 12 Feb 2020 02:59:57 GMT",,100,1,user_mentions
1,0.001,0.4,@felipecabral94,4705,"Wed, 12 Feb 2020 03:36:23 GMT",,100,1,user_mentions
1,0.001,0.4,@malalves,3753,"Wed, 12 Feb 2020 02:59:57 GMT",,100,1,user_mentions
1,0.001,0.4,@azevedofonseca,3399,"Wed, 12 Feb 2020 03:27:04 GMT",,100,1,user_mentions
1,0.001,0.4,@jone_ratis,9568,"Wed, 12 Feb 2020 03:50:37 GMT",,100,1,user_mentions
1,0.001,0.4,@arthurmoledoval,4707,"Wed, 12 Feb 2020 03:36:23 GMT",,100,1,user_mentions
1,0.001,0.3,https://twitter.com/andersonrosavaz/status/1227440883869589506?s=19,18119,"Wed, 12 Feb 2020 03:55:58 GMT",,200,2,urls
2,0.001,0.1,https://twitter.com/WendersonHott/status/1227391407247314944,1244,"Wed, 12 Feb 2020 03:36:05 GMT",,300,3,urls
2,0.001,0.3,@raphaelchaia,3173,"Wed, 12 Feb 2020 03:54:37 GMT",,200,2,user_mentions
3,0.000,0.4,@lolaescreva,2272,"Wed, 12 Feb 2020 03:42:51 GMT",,-19,3,user_mentions
1,0.000,0.4,@jornalistacmprj,10511,"Wed, 12 Feb 2020 00:59:11 GMT",,100,1,user_mentions
1,0.000,0.4,@martabrenner,15592,"Wed, 12 Feb 2020 03:45:19 GMT",,100,1,user_mentions
1,0.000,0.4,@andre_ibov220k,10591,"Wed, 12 Feb 2020 03:05:39 GMT",,100,1,user_mentions
1,0.000,0.4,@sergioadriani3,13343,"Wed, 12 Feb 2020 03:02:07 GMT",,100,1,user_mentions
1,0.000,0.4,@golfinhoalado,18702,"Wed, 12 Feb 2020 00:27:56 GMT",http://pbs.twimg.com/media/EQiPojCWkAADKpW.jpg,100,1,user_mentions
1,0.000,0.4,@chutandoaescada,6298,"Wed, 12 Feb 2020 02:03:07 GMT",,100,1,user_mentions
1,0.000,0.4,@sergiol94494573,16580,"Wed, 12 Feb 2020 00:20:52 GMT",http://pbs.twimg.com/media/EQiOBS6WsAACpj0.jpg,100,1,user_mentions
1,0.000,0.4,@idalinoerachel,15647,"Wed, 12 Feb 2020 01:43:15 GMT",,100,1,user_mentions
1,0.000,0.4,@benemneto,1279,"Wed, 12 Feb 2020 03:40:49 GMT",,100,1,user_mentions
1,0.000,0.4,#eleno,11257,"Wed, 12 Feb 2020 03:17:13 GMT",,100,1,hashtags
1,0.000,0.4,@pericles2121,11258,"Wed, 12 Feb 2020 03:17:13 GMT",,100,1,user_mentions
1,0.000,0.4,@adrianotomasoni,7263,"Wed, 12 Feb 2020 01:44:00 GMT",,100,1,user_mentions
1,0.000,0.4,https://twitter.com/golfinhoalado/status/1227388835589390336/photo/1,18708,"Wed, 12 Feb 2020 00:27:56 GMT",http://pbs.twimg.com/media/EQiPojCWkAADKpW.jpg,100,1,media
1,0.000,0.4,@destro_patriota,12546,"Wed, 12 Feb 2020 00:01:30 GMT",http://pbs.twimg.com/media/EQiJliaXUAEJVLN.jpg,100,1,user_mentions
1,0.000,0.4,https://twitter.com/destro_patriota/status/1227382180399190018/photo/1,12552,"Wed, 12 Feb 2020 00:01:30 GMT",http://pbs.twimg.com/media/EQiJliaXUAEJVLN.jpg,100,1,media
1,0.000,0.4,@danpontes999,4843,"Wed, 12 Feb 2020 02:40:49 GMT",,100,1,user_mentions
1,0.000,0.4,https://twitter.com/sergiol94494573/status/1227387053815533568/photo/1,16582,"Wed, 12 Feb 2020 00:20:52 GMT",http://pbs.twimg.com/media/EQiOBS6WsAACpj0.jpg,100,1,media
1,0.000,0.4,@jrmorais83,13811,"Wed, 12 Feb 2020 03:01:52 GMT",,100,1,user_mentions
1,0.000,0.4,@abrahamweint,6396,"Wed, 12 Feb 2020 02:21:58 GMT",,100,1,user_mentions
1,0.000,0.2,@renatasincerona,6715,"Wed, 12 Feb 2020 03:41:10 GMT",http://pbs.twimg.com/media/EQi73H6W4AANOoK.jpg,200,2,user_mentions
2,0.000,0.4,@null_42,18598,"Wed, 12 Feb 2020 03:56:11 GMT",http://pbs.twimg.com/media/EQiPojCWkAADKpW.jpg,50,2,user_mentions
2,0.000,0.2,#hansomito,566,"Wed, 12 Feb 2020 03:53:59 GMT",,200,2,hashtags
2,0.000,0.4,@adampibr,885,"Wed, 12 Feb 2020 03:55:00 GMT",,50,2,user_mentions
2,0.000,0.4,@figaroandre,1299,"Wed, 12 Feb 2020 03:38:19 GMT",,-25,2,user_mentions
1,0.000,0.4,#folhaputinhadopt,18230,"Wed, 12 Feb 2020 03:55:49 GMT",,100,1,hashtags
1,0.000,0.4,@maggye_c,17543,"Wed, 12 Feb 2020 03:08:14 GMT",,100,1,user_mentions
1,0.000,0.4,@lito_br,16723,"Wed, 12 Feb 2020 02:14:53 GMT",,100,1,user_mentions
1,0.000,0.4,@lucasmonda,3789,"Wed, 12 Feb 2020 03:01:40 GMT",,100,1,user_mentions
1,0.000,0.4,@fabiocrivelari,8782,"Wed, 12 Feb 2020 03:32:20 GMT",,100,1,user_mentions
1,0.000,0.4,@boletimcoppolla,1753,"Wed, 12 Feb 2020 03:31:13 GMT",,100,1,user_mentions
1,0.000,0.4,@ppreacafla2,18231,"Wed, 12 Feb 2020 03:55:49 GMT",,100,1,user_mentions
1,0.000,0.1,@robertoamorims,5199,"Wed, 12 Feb 2020 03:41:56 GMT",,200,2,user_mentions
1,0.000,0.3,@jorgegoche1,4797,"Wed, 12 Feb 2020 03:08:51 GMT",,100,1,user_mentions
1,0.000,0.3,@giovanagirardi,14059,"Wed, 12 Feb 2020 02:15:50 GMT",,100,1,user_mentions
1,0.000,0.3,@luciano_camillo,9133,"Wed, 12 Feb 2020 03:23:38 GMT",,100,1,user_mentions
1,0.000,0.3,https://outline.com/VKWM6S,10261,"Wed, 12 Feb 2020 00:04:23 GMT",,100,1,urls
1,0.000,0.3,@dadonde,3880,"Wed, 12 Feb 2020 02:25:03 GMT",,100,1,user_mentions
1,0.000,0.3,@claudiaadionato,15114,"Wed, 12 Feb 2020 03:36:56 GMT",,100,1,user_mentions
1,0.000,0.3,@s08dougla,13299,"Wed, 12 Feb 2020 02:46:25 GMT",,100,1,user_mentions
1,0.000,0.3,@ailtong67,15911,"Wed, 12 Feb 2020 01:46:44 GMT",,100,1,user_mentions
1,0.000,0.3,@renata_passari,15915,"Wed, 12 Feb 2020 02:07:13 GMT",,100,1,user_mentions
1,0.000,0.3,https://twitter.com/richards_pozzer/status/1227398395544797184/photo/1,15973,"Wed, 12 Feb 2020 01:05:56 GMT",http://pbs.twimg.com/media/EQiYVUnXkAYhCPX.jpg,100,1,media
1,0.000,0.3,@odeiotodocorrup,12790,"Wed, 12 Feb 2020 03:49:25 GMT",,100,1,user_mentions
1,0.000,0.3,@demori,18227,"Wed, 12 Feb 2020 03:55:58 GMT",,100,1,user_mentions
2,0.000,0.1,@crissrc,13268,"Wed, 12 Feb 2020 03:55:33 GMT",,200,2,user_mentions
2,0.000,0.1,@paulinocosta,635,"Wed, 12 Feb 2020 03:33:35 GMT",,200,2,user_mentions
3,0.000,0.2,@sledgehammergpx,4032,"Wed, 12 Feb 2020 03:55:36 GMT",,33,3,user_mentions
1,0.000,0.2,@chicobent0,7020,"Wed, 12 Feb 2020 00:30:37 GMT",,100,1,user_mentions
1,0.000,0.2,@lucas_saboia,13611,"Wed, 12 Feb 2020 02:42:09 GMT",,100,1,user_mentions
1,0.000,0.2,@brsamba,18356,"Wed, 12 Feb 2020 02:04:58 GMT",,100,1,user_mentions
1,0.000,0.2,https://twitter.com/nanjosreis/status/1227386524871921664/photo/1,10370,"Wed, 12 Feb 2020 00:18:45 GMT",http://pbs.twimg.com/media/EQiNiYMWAAEJ56L.png,100,1,media
1,0.000,0.2,#xerecard,6223,"Wed, 12 Feb 2020 02:52:16 GMT",,100,1,hashtags
1,0.000,0.2,@josytellesv,7022,"Wed, 12 Feb 2020 00:30:37 GMT",,100,1,user_mentions
1,0.000,0.2,@frinhany,12809,"Wed, 12 Feb 2020 01:17:24 GMT",http://pbs.twimg.com/media/EQia9UCWsAEH_t8.jpg,100,1,user_mentions
1,0.000,0.2,@itamarsz,18080,"Wed, 12 Feb 2020 00:03:36 GMT",http://pbs.twimg.com/tweet_video_thumb/EQiKDcSWsAImzos.jpg,100,1,user_mentions
1,0.000,0.2,@dumbclown,5417,"Wed, 12 Feb 2020 03:20:45 GMT",,100,1,user_mentions
1,0.000,0.2,@sonic_vapor,9160,"Wed, 12 Feb 2020 03:53:55 GMT",,100,1,user_mentions
1,0.000,0.2,@clebersonesc,1749,"Wed, 12 Feb 2020 03:33:20 GMT",,100,1,user_mentions
1,0.000,0.2,@adriano60576026,5415,"Wed, 12 Feb 2020 03:20:45 GMT",,100,1,user_mentions
1,0.000,0.2,https://twitter.com/itamarsz/status/1227382708659195904/photo/1,18082,"Wed, 12 Feb 2020 00:03:36 GMT",http://pbs.twimg.com/tweet_video_thumb/EQiKDcSWsAImzos.jpg,100,1,media
1,0.000,0.2,@alexstcks,15639,"Wed, 12 Feb 2020 03:51:58 GMT",,100,1,user_mentions
1,0.000,0.2,#fakenews,2174,"Wed, 12 Feb 2020 03:43:05 GMT",,100,1,hashtags
1,0.000,0.2,https://twitter.com/frinhany/status/1227401282450808834/photo/1,12811,"Wed, 12 Feb 2020 01:17:24 GMT",http://pbs.twimg.com/media/EQia9UCWsAEH_t8.jpg,100,1,media
2,0.000,0.1,@fregraf,14909,"Wed, 12 Feb 2020 03:53:42 GMT",,200,2,user_mentions
2,0.000,0.0,#juntoscomweitraub,10126,"Wed, 12 Feb 2020 03:44:57 GMT",,200,2,hashtags
1,0.000,0.2,@binerighetti,3275,"Wed, 12 Feb 2020 03:30:43 GMT",,100,1,user_mentions
1,0.000,0.2,@neto_sp,6531,"Wed, 12 Feb 2020 03:51:22 GMT",,100,1,user_mentions
1,0.000,0.2,@edgarpontes7,6530,"Wed, 12 Feb 2020 03:51:22 GMT",,100,1,user_mentions
1,0.000,0.2,https://twitter.com/filipebarrost/status/1227302557841809408/photo/1,11481,"Wed, 12 Feb 2020 03:49:50 GMT",http://pbs.twimg.com/media/EQhBJTaWoAAQk18.jpg,100,1,media
1,0.000,0.2,@programaamigos,2751,"Wed, 12 Feb 2020 01:33:29 GMT",,100,1,user_mentions
1,0.000,0.2,@b_zangari,6533,"Wed, 12 Feb 2020 03:51:22 GMT",,100,1,user_mentions
1,0.000,0.2,@grajasbar,12720,"Wed, 12 Feb 2020 02:02:31 GMT",,100,1,user_mentions
1,0.000,0.2,https://twitter.com/GFiuza_Oficial/status/1227436194528743425?s=20,9826,"Wed, 12 Feb 2020 03:50:58 GMT",,100,1,urls
1,0.000,0.2,@blogdomello,18567,"Wed, 12 Feb 2020 03:41:32 GMT",,100,1,user_mentions
1,0.000,0.2,https://twitter.com/terlusia/status/1227402949510516736/photo/1,2539,"Wed, 12 Feb 2020 01:24:01 GMT",http://pbs.twimg.com/media/EQiceUwWAAY7stZ.jpg,100,1,media
1,0.000,0.2,@terlusia,2537,"Wed, 12 Feb 2020 01:24:01 GMT",http://pbs.twimg.com/media/EQiceUwWAAY7stZ.jpg,100,1,user_mentions
1,0.000,0.2,@rafaeldiverio,3886,"Wed, 12 Feb 2020 00:22:01 GMT",,100,1,user_mentions
1,0.000,0.2,@euacreditobr,6528,"Wed, 12 Feb 2020 03:51:22 GMT",,100,1,user_mentions
1,0.000,0.2,@rfmachado1,8889,"Wed, 12 Feb 2020 03:41:10 GMT",http://pbs.twimg.com/media/EQi73H6W4AANOoK.jpg,100,1,user_mentions
1,0.000,0.2,@rudinei_1983,6529,"Wed, 12 Feb 2020 03:51:22 GMT",,100,1,user_mentions
1,0.000,0.2,@otaviolacerda84,6532,"Wed, 12 Feb 2020 03:51:22 GMT",,100,1,user_mentions
1,0.000,0.1,@darthmau1,16105,"Wed, 12 Feb 2020 03:15:30 GMT",,100,1,user_mentions
1,0.000,0.1,@arturmagno,17531,"Wed, 12 Feb 2020 02:33:40 GMT",http://pbs.twimg.com/media/EQisadEX0AADB74.jpg,100,1,user_mentions
1,0.000,0.1,@fabiana18971713,11141,"Wed, 12 Feb 2020 03:44:48 GMT",,100,1,user_mentions
1,0.000,0.1,@ericknegrao,13267,"Wed, 12 Feb 2020 03:55:33 GMT",,100,1,user_mentions
1,0.000,0.1,https://m.youtube.com/watch?v=qrl27HNZL3A,1249,"Wed, 12 Feb 2020 03:32:58 GMT",,100,1,urls
1,0.000,0.1,@guimaraes13pt,13199,"Wed, 12 Feb 2020 00:40:43 GMT",,100,1,user_mentions
1,0.000,0.1,@renzomora,17295,"Wed, 12 Feb 2020 01:15:00 GMT",,100,1,user_mentions
1,0.000,0.1,@gabrielcbrasil,12940,"Wed, 12 Feb 2020 00:40:53 GMT",,100,1,user_mentions
1,0.000,0.1,https://twitter.com/arturmagno/status/1227420474981994497/photo/1,17536,"Wed, 12 Feb 2020 02:33:40 GMT",http://pbs.twimg.com/media/EQisadEX0AADB74.jpg,100,1,media
1,0.000,0.1,@rodovalhojoao,3573,"Wed, 12 Feb 2020 01:34:15 GMT",,100,1,user_mentions
1,0.000,0.1,@anaaretes,14354,"Wed, 12 Feb 2020 03:49:29 GMT",,100,1,user_mentions
1,0.000,0.1,@igornatusch,4954,"Wed, 12 Feb 2020 00:47:39 GMT",,100,1,user_mentions
1,0.000,0.1,https://twitter.com/rodrigosixto/status/1227404365738188801/photo/1,10379,"Wed, 12 Feb 2020 01:29:39 GMT",http://pbs.twimg.com/media/EQidvgKWAAEwFN4.jpg,100,1,media
1,0.000,0.1,@condefabi,16234,"Wed, 12 Feb 2020 01:20:09 GMT",,100,1,user_mentions
1,0.000,0.1,@hansriver,10587,"Wed, 12 Feb 2020 03:46:43 GMT",,100,1,user_mentions
1,0.000,0.1,@torturra,8972,"Wed, 12 Feb 2020 00:23:17 GMT",,100,1,user_mentions
1,0.000,0.1,@cariocazz,5189,"Wed, 12 Feb 2020 02:34:28 GMT",,100,1,user_mentions
1,0.000,0.1,@rodrigosixto,10376,"Wed, 12 Feb 2020 01:29:39 GMT",http://pbs.twimg.com/media/EQidvgKWAAEwFN4.jpg,100,1,user_mentions
1,0.000,0.1,@paulogcalmeida,15780,"Wed, 12 Feb 2020 02:27:05 GMT",,100,1,user_mentions
1,0.000,0.1,@jonhaegon,10114,"Wed, 12 Feb 2020 03:36:11 GMT",,100,1,user_mentions
1,0.000,0.1,@leokasura,4219,"Wed, 12 Feb 2020 00:45:57 GMT",http://pbs.twimg.com/media/EQiTwb4WkAEiBQp.jpg,100,1,user_mentions
1,0.000,0.1,@senareis,6179,"Wed, 12 Feb 2020 02:04:32 GMT",,100,1,user_mentions
1,0.000,0.1,https://twitter.com/leokasura/status/1227393367165849601/photo/1,4221,"Wed, 12 Feb 2020 00:45:57 GMT",http://pbs.twimg.com/media/EQiTwb4WkAEiBQp.jpg,100,1,media
1,0.000,0.1,https://veja.abril.com.br/politica/odebrecht-deu-r-1-mi-a-revista-brasileiros-a-pedido-de-mantega/,12968,"Wed, 12 Feb 2020 03:48:42 GMT",,100,1,urls
1,0.000,0.1,@milroch,15514,"Wed, 12 Feb 2020 03:01:08 GMT",http://pbs.twimg.com/media/EQiysxXWAAAfmXZ.jpg,100,1,user_mentions
1,0.000,0.1,@banidoluca,3497,"Wed, 12 Feb 2020 03:38:19 GMT",,100,1,user_mentions
1,0.000,0.1,@welbertcampos,13453,"Wed, 12 Feb 2020 01:47:58 GMT",,100,1,user_mentions
1,0.000,0.1,@jornalistamarta,4301,"Wed, 12 Feb 2020 03:35:47 GMT",,100,1,user_mentions
1,0.000,0.1,@mliporone,4299,"Wed, 12 Feb 2020 03:35:47 GMT",,100,1,user_mentions
1,0.000,0.1,@marcelobado,148,"Wed, 12 Feb 2020 02:55:23 GMT",,100,1,user_mentions
1,0.000,0.1,https://twitter.com/45edineia/status/1227432922476617728/photo/1,293,"Wed, 12 Feb 2020 03:23:07 GMT",http://pbs.twimg.com/media/EQi3vOOWsAAeH_2.jpg,100,1,media
1,0.000,0.1,https://twitter.com/45edineia/status/1227432885860421632/photo/1,360,"Wed, 12 Feb 2020 03:22:59 GMT",http://pbs.twimg.com/media/EQi3s8-XYAg0XL9.jpg,100,1,media
1,0.000,0.1,@meajunior38,5825,"Wed, 12 Feb 2020 03:50:26 GMT",,100,1,user_mentions
1,0.000,0.1,@eduardocollare5,18151,"Wed, 12 Feb 2020 03:26:35 GMT",,100,1,user_mentions
1,0.000,0.1,@gen_heleno,3919,"Wed, 12 Feb 2020 03:43:10 GMT",,100,1,user_mentions
1,0.000,0.1,@albuquerque_af,15008,"Wed, 12 Feb 2020 01:00:01 GMT",,100,1,user_mentions
1,0.000,0.1,@gui_piment,3498,"Wed, 12 Feb 2020 03:38:19 GMT",,100,1,user_mentions
1,0.000,0.1,@hendless_,3495,"Wed, 12 Feb 2020 03:38:19 GMT",,100,1,user_mentions
1,0.000,0.1,@cinnmara,16395,"Wed, 12 Feb 2020 03:54:56 GMT",,100,1,user_mentions
1,0.000,0.1,@revistaforum,9926,"Wed, 12 Feb 2020 02:52:55 GMT",,100,1,user_mentions
1,0.000,0.1,@ocolunista_,9925,"Wed, 12 Feb 2020 02:52:55 GMT",,100,1,user_mentions
1,0.000,0.1,@pyongbolsonaro,9876,"Wed, 12 Feb 2020 03:42:52 GMT",http://pbs.twimg.com/media/EQi8QW0WsAAO6EJ.jpg,100,1,user_mentions
1,0.000,0.1,https://twitter.com/milroch/status/1227427387123621890/photo/1,15518,"Wed, 12 Feb 2020 03:01:08 GMT",http://pbs.twimg.com/media/EQiysxXWAAAfmXZ.jpg,100,1,media
1,0.000,0.1,@pessoantipatica,8653,"Wed, 12 Feb 2020 03:19:05 GMT",,100,1,user_mentions
2,0.000,0.1,https://twitter.com/jairmearrependi/status/1227215250614837249?s=19,928,"Wed, 12 Feb 2020 03:47:09 GMT",,50,2,urls
1,0.000,0.1,@lucasberti,4673,"Wed, 12 Feb 2020 03:53:06 GMT",http://pbs.twimg.com/media/EQi-mXgWkAEKytD.jpg,50,2,user_mentions
1,0.000,0.0,@mfmcosta,9607,"Wed, 12 Feb 2020 03:51:40 GMT",,100,1,user_mentions
1,0.000,0.0,@tonnymotta3,2373,"Wed, 12 Feb 2020 03:35:14 GMT",,100,1,user_mentions
1,0.000,0.0,@passeram,9661,"Wed, 12 Feb 2020 03:50:48 GMT",,100,1,user_mentions
1,0.000,0.0,@jmmadeira,14430,"Wed, 12 Feb 2020 03:38:30 GMT",,100,1,user_mentions
1,0.000,0.0,@paidefamia,14677,"Wed, 12 Feb 2020 03:50:54 GMT",,100,1,user_mentions
1,0.000,0.0,@bramatti,4635,"Wed, 12 Feb 2020 01:28:24 GMT",,100,1,user_mentions
1,0.000,0.0,@marcobianchibr,5114,"Wed, 12 Feb 2020 03:35:22 GMT",,100,1,user_mentions
1,0.000,0.0,@lilipizani,7031,"Wed, 12 Feb 2020 02:08:39 GMT",,100,1,user_mentions
1,0.000,0.0,@santos31264475,7032,"Wed, 12 Feb 2020 02:08:39 GMT",,100,1,user_mentions
1,0.000,0.0,https://twitter.com/condecamileto/status/1227398326158581760/photo/1,18133,"Wed, 12 Feb 2020 01:05:39 GMT",http://pbs.twimg.com/media/EQiYRaZXsAImIE_.jpg,100,1,media
1,0.000,0.0,@crisppsilva,12896,"Wed, 12 Feb 2020 02:32:26 GMT",,100,1,user_mentions
1,0.000,0.0,@condecamileto,18131,"Wed, 12 Feb 2020 01:05:39 GMT",http://pbs.twimg.com/media/EQiYRaZXsAImIE_.jpg,100,1,user_mentions
1,0.000,0.0,https://twitter.com/folha/status/1227348846411419648,7659,"Wed, 12 Feb 2020 01:18:18 GMT",,100,1,urls
1,0.000,0.0,@stanlley77,10127,"Wed, 12 Feb 2020 00:23:08 GMT",,100,1,user_mentions
1,0.000,0.2,@japadobonor0,4570,"Wed, 12 Feb 2020 03:34:43 GMT",http://pbs.twimg.com/media/EQhWR82XYAEZDIE.jpg,0,1,user_mentions
1,0.000,0.1,@pablovillaca,5385,"Wed, 12 Feb 2020 03:37:09 GMT",,-33,1,user_mentions
1,0.000,0.1,@cavalcanteedmir,8902,"Wed, 12 Feb 2020 03:51:40 GMT",,0,1,user_mentions
1,0.000,0.1,https://twitter.com/portimeu_br/status/1227348946433060864/video/1,1253,"Wed, 12 Feb 2020 03:46:40 GMT",http://pbs.twimg.com/ext_tw_video_thumb/1227348840765849603/pu/img/PgPV6j9YjksuKGo9.jpg,-33,1,media